receitask,valorpago,usuariosk,calendariosk,enderecosk
2029,94,801,660,80
2317,94,898,660,18
2074,83,1555,661,78
4524,20,1606,661,42
4473,72,57,661,53
4417,4,1570,661,68
4998,91,363,661,6
5206,48,685,661,61
1464,18,1794,662,118
2184,6,1430,662,20
3064,78,372,662,29
3607,88,469,662,25
4130,36,101,662,6
5385,31,1015,662,8
509,87,20,663,33
1046,9,1408,663,32
2527,2,470,663,125
3298,99,502,663,7
3862,84,933,663,14
3809,48,643,663,217
404,29,759,664,125
2684,66,1043,664,12
5711,94,513,664,33
5642,41,1082,664,76
1780,22,1911,665,41
1713,93,1452,665,156
2498,64,1265,665,42
2288,38,1508,665,67
4984,76,243,665,29
4903,56,1253,665,41
4821,11,1703,665,8
451,20,677,666,14
658,57,127,666,19
5050,60,67,666,17
5916,59,614,666,20
559,12,1929,667,4
2047,40,1441,667,40
2332,70,812,667,40
2238,74,486,667,72
2845,88,1392,667,17
3937,57,1390,667,32
4567,68,880,667,76
4964,25,258,667,4
4649,65,1316,667,40
386,73,1186,668,151
265,2,818,668,80
2213,88,409,668,12
3483,98,109,668,6
3088,37,135,668,32
4085,66,1763,668,21
4410,75,854,668,78
5320,11,1622,668,25
5632,55,1786,668,124
571,54,933,669,14
3063,46,1324,669,29
3953,8,1917,669,20
4415,83,172,669,12
4297,52,1890,669,100
5597,85,1716,669,75
5335,95,1469,669,38
345,76,1102,670,32
227,56,468,670,2
1971,73,1737,670,156
3807,14,1055,670,33
3620,2,1920,670,40
4262,14,1983,670,7
4735,7,1053,670,28
262,20,772,671,28
1625,94,1297,671,84
5232,94,266,671,39
5661,22,427,671,3
78,2,1126,672,19
44,8,148,672,19
745,81,669,672,19
1579,4,1244,672,76
4550,69,1883,672,76
2325,21,526,673,17
2654,64,1160,673,17
3840,34,507,673,124
4502,68,172,673,12
2639,63,802,674,36
3786,64,1365,674,39
4423,99,1322,674,39
4238,11,1400,674,20
4234,88,1151,674,39
774,26,1176,675,33
1492,45,1773,675,40
3394,66,1610,675,28
3386,34,166,675,1
3741,25,603,675,12
4344,85,74,675,80
848,47,1126,676,19
1777,41,929,676,36
1583,36,999,676,18
2779,3,1309,676,4
555,65,1436,677,156
1813,99,608,677,22
2886,75,820,677,17
4298,2,1205,677,29
5595,90,647,677,8
5297,31,74,677,80
5731,67,649,677,21
233,44,1475,678,12
1520,15,660,678,7
1162,86,1190,678,4
1823,1,928,678,125
2497,91,712,678,125
2725,45,899,678,12
2065,15,828,679,61
3540,23,1426,679,67
5060,34,504,679,36
5424,22,917,679,42
5262,44,446,679,53
2179,56,488,680,61
3203,42,724,680,35
4541,44,1473,680,100
4977,11,1794,680,118
5409,78,111,680,33
5381,47,207,680,62
1173,19,1286,681,151
1670,85,21,681,23
3569,28,1928,681,84
3341,82,1952,681,100
4054,78,1068,681,28
3430,92,1995,682,4
3814,9,1789,682,40
4755,41,637,682,15
5473,33,463,682,1
5733,6,90,682,62
17,32,784,683,75
3492,62,747,683,7
3377,20,285,683,20
4486,90,1668,683,100
4660,57,1216,683,23
5300,57,1571,683,62
95,41,1380,684,100
2306,94,1680,684,3
2078,88,426,684,124
3196,3,1686,684,76
3762,41,1870,684,68
4717,44,436,684,8
5171,57,1565,684,125
1510,50,1048,685,36
1235,75,1781,685,118
2220,75,48,685,62
4023,84,1004,685,38
4247,39,1912,685,29
5658,51,1667,685,33
498,33,1040,686,33
1474,92,1378,686,151
1421,55,325,686,32
3404,54,119,686,53
4586,22,1229,686,36
4561,43,336,686,67
1078,83,961,687,18
2720,74,338,687,68
5328,59,192,687,151
340,92,621,688,18
1973,76,339,688,14
2460,10,909,688,125
4191,4,1789,688,40
5035,21,1659,688,61
5194,1,1933,688,76
1796,12,53,689,18
1586,43,1615,689,217
2405,44,1500,689,3
5698,71,1412,689,23
367,9,46,690,42
1613,43,547,690,39
4449,24,1977,690,23
5090,64,1787,690,151
4962,92,1562,690,76
580,35,546,691,76
1138,71,653,691,10
1085,21,1121,691,8
1602,70,90,691,62
2421,7,602,691,75
2811,34,193,691,19
3348,83,1906,691,53
5372,65,925,691,124
5291,2,1428,691,62
5278,57,180,691,36
2409,81,1216,692,23
3782,68,348,692,124
4272,7,1119,692,14
5499,61,968,692,53
5460,74,433,692,21
5902,88,759,692,125
5755,35,265,692,28
880,47,1821,693,15
1523,77,328,693,6
1615,72,1112,693,12
3606,28,20,693,33
5026,40,1792,693,67
4742,72,1439,693,125
744,90,1693,694,36
4538,69,63,694,20
4372,90,1520,694,20
4218,28,992,694,20
5544,49,429,694,217
5515,76,621,694,18
5395,48,1868,694,22
5818,68,1912,694,29
854,82,221,695,28
747,35,777,695,1
1711,60,1453,695,62
3836,23,1084,695,36
4258,89,793,695,62
4110,92,445,695,118
2470,79,1129,696,76
3349,75,1104,696,100
3784,99,1010,696,6
5364,74,1014,696,20
2075,80,1781,697,118
3433,47,1758,697,19
3138,96,1047,697,29
443,62,1527,698,35
897,48,1589,698,38
2353,36,765,698,53
3761,64,1951,698,38
4526,34,164,698,25
4627,57,859,698,14
491,48,1736,699,15
110,34,892,699,61
2039,58,562,699,33
1684,57,794,699,11
2311,1,1569,699,28
3230,77,617,699,2
5089,97,1176,699,33
458,86,1351,700,1
1880,20,1645,700,28
1738,97,721,700,42
3795,50,118,700,11
5961,72,1796,700,39
1295,74,1146,701,156
1603,94,1203,701,100
2328,3,1021,701,100
2868,70,1054,701,11
4025,56,968,701,53
3725,93,162,701,7
5425,84,1642,701,62
5760,40,710,701,28
1864,35,434,702,29
5308,34,1619,702,39
1038,93,118,703,11
1750,70,1402,703,14
1728,40,1767,703,100
2968,57,1049,703,80
2731,44,216,703,29
4971,87,1072,703,4
3013,72,492,704,156
3356,51,684,704,3
3193,7,43,704,33
5685,77,153,704,1
2210,24,1781,705,118
3426,45,1899,705,40
4794,73,1187,705,19
5763,54,1130,705,36
66,86,1442,706,1
778,28,1842,706,11
1278,60,1949,706,217
3103,85,803,706,6
4315,43,89,706,14
5106,82,1929,706,4
5083,24,1478,706,53
4837,54,27,706,12
5152,89,1220,706,78
5725,2,618,706,33
1486,92,1459,707,125
1976,64,1047,707,29
2360,67,966,707,8
216,38,1699,708,125
3610,51,1181,708,67
4438,51,425,708,14
4156,66,749,708,75
5072,53,934,708,29
4695,100,255,708,156
5336,62,1109,708,75
1231,23,618,709,33
2953,45,1110,709,40
2596,62,523,709,118
3531,19,1419,709,36
3407,39,1751,709,1
2821,13,847,710,15
3183,98,891,710,6
4514,22,129,710,1
4275,21,887,710,35
4975,54,1837,710,4
5362,93,1175,710,80
5238,92,708,710,38
5789,53,377,710,134
392,44,382,711,75
1099,81,1680,711,3
1618,90,826,711,11
2262,15,1541,711,67
3677,80,175,711,1
3671,22,1975,711,36
5477,54,355,711,124
5946,46,687,711,53
1573,83,1253,712,41
3074,3,1407,712,18
4288,100,1517,712,38
5984,62,1732,712,8
5704,91,802,712,36
1267,82,148,713,19
1081,22,27,713,12
3071,83,993,713,151
2991,13,1416,713,32
3180,87,1621,713,8
4164,18,978,713,76
4159,21,508,713,12
5539,81,454,713,41
5922,48,1839,713,1
1591,98,1212,714,42
2259,77,1520,714,20
2076,56,416,714,217
2748,56,959,714,41
4946,55,1453,714,62
5641,6,240,714,53
886,35,1747,715,100
1244,60,614,715,20
1142,35,1803,715,15
2246,11,1216,715,23
4404,47,1007,715,17
4729,1,1108,715,39
5258,67,1770,715,28
5974,54,1790,715,100
29,82,1132,716,75
1294,98,1838,716,15
2277,33,418,716,38
3511,76,1427,716,42
3885,19,783,716,62
3616,88,1118,716,68
5187,8,1936,716,8
46,55,535,717,17
568,74,546,717,76
2229,57,1136,717,32
2946,18,922,717,67
3365,8,1451,717,10
4184,48,118,717,11
4665,100,617,717,2
1045,77,359,718,35
1868,31,233,718,28
2415,54,1377,718,12
2349,77,1489,718,38
2960,92,93,718,118
3716,77,83,718,72
4136,12,1279,718,100
5136,91,668,718,23
5716,73,157,718,17
487,73,1492,720,29
1950,25,1776,720,75
2282,26,520,720,12
3904,85,1738,720,2
5956,10,908,720,6
5797,18,1725,720,10
311,69,541,721,124
141,76,1414,721,124
3704,21,1101,721,36
5042,9,604,721,68
5546,40,1719,721,61
862,98,1168,722,36
2086,19,70,722,3
3737,95,1273,722,18
5614,24,1978,722,7
5188,31,1181,722,67
5865,18,9,722,11
5443,43,487,723,151
471,92,714,724,33
899,38,903,724,100
1461,80,302,724,3
3494,42,1702,724,118
3828,42,45,724,68
5846,70,1679,724,23
1526,55,362,725,23
1128,76,1981,725,151
2134,36,1578,725,118
3117,15,1961,725,29
3695,12,1915,725,156
5886,45,440,725,29
488,55,1163,726,33
468,30,1807,726,62
1701,19,735,726,134
4569,27,673,726,217
5414,31,1321,726,32
1564,5,1737,727,156
4965,27,1418,727,151
448,13,1056,728,35
422,10,1812,728,10
228,42,1178,728,39
64,35,501,728,29
1933,30,289,728,100
1543,70,570,728,61
3380,39,764,728,118
3140,33,140,728,40
4642,2,1493,728,84
5517,91,1456,728,12
1861,74,939,729,1
3382,29,700,729,20
3347,64,1038,729,118
5898,29,79,729,14
185,35,1237,730,38
2009,79,1579,730,19
2090,66,1205,730,29
2857,95,1794,730,118
3637,79,805,730,217
1355,92,399,731,18
1117,47,1250,731,23
2365,14,690,731,4
2853,91,1181,731,67
3708,64,55,731,156
4682,42,1986,731,100
5346,74,1658,731,100
163,2,661,732,14
22,5,1094,732,72
2922,74,1114,732,125
3522,99,86,732,75
4282,23,1980,732,2
4100,77,889,732,62
631,34,125,733,61
1280,15,1135,733,78
3205,29,1873,733,2
4353,24,222,733,15
4285,38,714,733,33
5284,67,1537,733,35
5927,51,618,733,33
749,54,1601,734,75
2718,67,67,734,17
3405,40,1146,734,156
4513,10,1928,734,84
4710,79,1576,734,29
394,1,1626,735,28
245,41,1400,735,20
219,19,101,735,6
3668,69,816,735,10
3592,22,251,735,156
1252,40,1340,736,23
2529,76,1825,736,35
4078,68,505,736,23
5017,100,527,736,7
4853,63,643,736,217
5667,17,1137,736,217
495,70,317,737,125
720,35,1532,737,76
1779,18,1283,737,156
2412,17,1209,737,61
4896,61,1114,737,125
935,39,764,738,118
584,99,1276,738,41
2920,81,126,738,2
3150,77,1773,738,40
3827,81,232,738,32
4422,23,1176,738,33
4639,94,784,738,75
5621,28,1765,738,125
5138,52,806,738,17
782,25,1837,739,4
1329,56,563,739,17
1568,55,297,739,125
2927,88,1290,739,11
4551,25,295,739,17
5843,92,1921,739,4
1516,20,606,740,75
1496,68,609,740,125
1087,79,1020,740,124
3040,10,1452,740,156
2892,13,1112,740,12
3470,65,39,740,62
4217,64,1111,740,29
5920,86,366,740,32
1535,38,1300,741,12
1198,82,1437,741,118
2425,59,235,741,84
3106,87,1826,741,28
4016,62,683,741,6
5776,83,1565,741,125
1129,88,1099,742,75
1739,36,972,742,134
1175,25,217,743,8
1802,97,1390,743,32
5492,96,322,743,40
1426,61,904,744,100
2997,75,58,744,23
3816,4,116,744,10
160,69,1210,745,21
731,4,959,745,41
709,96,561,745,76
634,99,1017,745,3
3618,83,932,745,53
4405,17,1916,745,78
623,36,705,746,11
1518,16,690,746,4
2914,40,497,746,217
3943,61,1751,746,1
499,15,1807,747,62
1417,13,399,747,18
2318,36,848,747,67
4376,23,1731,747,72
4101,17,285,747,20
5233,66,1972,747,28
1694,38,716,748,28
3826,68,1879,748,36
1209,73,399,749,18
1140,8,580,749,7
2530,96,113,749,35
2896,9,734,749,67
3718,41,190,749,17
5127,25,333,749,84
477,25,1975,750,36
4777,19,1268,750,36
826,58,894,751,124
2221,72,795,751,125
2628,82,1574,751,25
2576,53,26,751,1
4400,30,977,751,3
4214,63,1766,751,217
4899,92,71,751,12
5699,91,1532,751,76
3533,76,802,752,36
4065,68,480,752,35
3878,64,1528,752,39
4753,98,1076,752,7
177,23,139,753,19
1824,50,286,753,6
1632,13,93,754,118
2418,27,1314,754,6
4163,67,1222,754,12
4160,10,1433,754,124
4819,14,727,754,62
2780,88,1138,755,18
4929,67,838,755,32
670,87,759,756,125
1384,78,1106,756,15
1563,12,1473,756,100
2877,76,1395,756,4
2755,84,324,756,15
5196,88,1905,756,100
319,11,1810,757,53
2258,91,443,757,38
2795,16,501,757,29
4745,26,988,757,8
883,36,1505,758,134
1816,95,1622,758,25
3505,87,633,758,125
4468,2,270,758,1
3471,24,1962,759,20
5011,31,128,759,18
5481,4,509,759,21
1450,96,413,760,38
2525,77,77,760,39
2224,42,67,760,17
3525,5,959,760,41
4089,44,164,760,25
3884,28,929,760,36
4264,3,859,760,14
4702,63,1550,761,39
1283,85,2000,762,6
1242,34,4,762,14
2766,64,806,762,17
3462,27,1390,762,32
3460,52,435,762,4
3339,39,86,762,75
4007,95,863,762,11
4463,50,908,762,6
5877,61,354,762,41
1293,91,1181,763,67
2824,9,1825,763,35
4273,28,1038,763,118
5432,49,1706,763,75
5718,15,951,763,118
927,7,425,764,14
1289,81,1894,764,41
1277,14,251,764,156
2672,2,149,764,4
2653,49,1181,764,67
3619,24,1031,764,75
4588,60,1477,764,14
1176,21,1294,765,125
4193,68,1147,765,41
836,96,1631,767,2
2225,69,1490,767,84
2624,4,1666,767,32
3215,63,1662,767,36
4312,38,221,767,28
4808,96,915,767,80
343,21,251,768,156
1847,91,394,768,118
2969,88,1161,768,36
3310,3,416,768,217
3967,32,833,768,6
3861,31,1668,768,100
972,63,1302,769,38
2931,6,401,769,217
3270,18,312,769,100
3184,1,192,769,151
3730,14,959,769,41
4456,26,1243,769,53
5678,27,500,769,41
1470,96,1052,770,29
4749,98,1229,770,36
5547,29,462,770,32
469,18,1969,771,67
1067,77,798,771,11
1601,91,1675,771,151
2801,70,265,771,28
2671,76,1827,771,40
3153,63,1577,771,11
4978,43,495,771,1
5516,25,1607,771,25
5672,65,1395,771,4
739,82,1363,772,25
1348,5,495,772,1
2261,71,1913,772,217
3353,43,663,772,76
4585,84,196,772,124
4532,68,500,772,41
4764,66,484,772,6
4630,49,364,772,7
5366,77,471,772,124
5235,17,1507,772,41
415,3,1816,773,22
1678,43,1566,773,75
2335,25,123,773,10
3913,34,1173,773,217
895,81,1228,774,118
1130,4,1523,774,19
3115,46,1446,774,67
5276,42,412,774,84
461,69,1126,775,19
274,69,1994,775,20
1007,17,870,775,12
1943,85,823,775,29
1790,91,113,775,35
2925,50,124,775,14
5932,31,1437,775,118
1539,1,993,776,151
4574,90,513,776,33
4643,99,1052,776,29
4617,57,942,776,151
5743,60,204,776,84
1306,23,1487,777,20
2293,79,1177,777,42
2774,99,583,777,76
4789,28,1596,777,80
5428,44,1519,777,1
5635,41,482,777,72
214,14,1866,778,22
2947,77,1705,778,19
3436,67,1509,778,151
3342,63,1725,778,10
3151,7,110,778,18
5222,62,1778,778,61
668,69,1167,779,14
1560,66,942,779,151
1133,94,1297,780,84
3378,86,584,780,76
4257,95,604,780,68
4920,24,1727,780,61
5207,80,1060,780,76
2188,73,704,781,10
3102,26,1742,781,118
3975,84,118,781,11
5833,90,1914,781,7
722,8,1820,782,42
2542,3,1942,782,156
3595,70,1785,782,75
5564,57,1553,782,11
710,78,907,783,20
1690,62,1834,783,84
2844,29,166,783,1
3337,51,803,783,6
3175,97,438,783,42
4757,46,1849,783,29
4747,15,497,783,217
5177,38,1398,783,62
608,10,869,784,62
1515,51,1610,784,28
1555,30,172,784,12
3578,38,750,784,25
4396,38,1874,784,62
4261,64,1112,784,12
918,23,1756,785,68
2514,87,809,785,2
2739,3,657,785,61
337,52,144,786,15
2203,56,1330,786,72
3060,56,1288,786,28
4347,33,1221,786,28
50,71,1949,787,217
1912,72,1994,787,20
2459,24,1092,787,28
3527,25,145,787,23
3997,33,1817,787,29
4201,69,716,787,28
1229,32,198,788,62
2605,60,456,788,2
4300,80,1521,788,61
4966,79,1506,788,80
326,94,1430,789,20
1008,35,931,789,3
2041,57,198,789,62
1924,37,1313,789,35
1744,8,1979,789,8
2131,93,1520,789,20
4374,72,1617,789,78
5064,69,141,789,53
1937,51,102,790,21
2297,52,1528,790,39
3869,70,99,790,29
5860,92,131,790,3
313,86,1385,791,28
2232,5,1136,791,32
3292,26,927,791,76
3712,96,1819,791,2
4528,27,1617,791,78
4227,80,126,791,2
5579,78,379,791,134
1245,56,1974,792,35
1592,12,606,792,75
2124,18,1504,792,41
3354,22,562,792,33
418,36,993,793,151
2797,20,26,793,1
3256,87,210,793,67
3112,50,1353,793,19
1999,98,1973,794,4
2361,49,1184,794,118
2904,73,1661,794,35
4547,66,1218,794,151
4412,1,714,794,33
4181,78,1677,794,53
5274,68,418,794,38
1891,83,464,795,125
2440,77,1670,795,21
3868,76,1977,795,23
5208,97,1812,795,10
1884,14,340,796,156
2281,78,1759,796,118
3026,1,1744,796,36
2850,33,1674,796,217
231,47,1097,797,17
2369,57,357,797,20
3125,28,857,797,100
4228,74,1415,797,19
5201,63,180,797,36
1011,49,895,798,20
1620,41,1108,798,39
2881,5,429,798,217
4580,87,349,798,11
916,26,1676,799,18
513,66,1271,799,62
1327,91,1843,799,17
1574,56,475,799,25
2327,5,109,799,6
1763,5,336,800,67
2095,99,1161,800,36
2912,69,585,800,1
4830,84,703,800,124
4750,59,301,800,80
5890,57,1359,800,14
366,56,522,801,125
1432,90,269,801,61
1136,25,168,801,22
2215,74,909,801,125
2721,55,255,801,156
3933,1,183,801,2
4508,58,1064,801,15
5309,10,1667,801,33
3065,32,256,802,23
2696,82,620,802,53
2634,55,1449,802,84
5319,74,575,802,10
990,30,1672,803,76
2028,4,1904,803,14
3681,28,1168,803,36
5070,32,1850,803,84
4790,58,1526,803,10
5998,55,1417,803,25
5855,35,1103,803,84
5845,32,15,803,28
5752,7,1776,803,75
3303,32,843,804,134
3086,1,1942,804,156
3793,23,384,804,75
4769,13,1084,804,36
4663,24,24,804,3
5744,70,1360,804,42
1034,29,364,805,7
2166,5,365,805,2
2831,64,540,805,12
3631,57,1329,805,7
4386,18,1534,805,7
1866,30,96,806,4
2469,33,904,806,100
2287,66,1873,806,2
2804,98,362,806,23
2714,88,378,806,53
2577,12,1376,806,17
4784,82,1894,806,41
4718,91,1941,807,18
62,74,822,808,61
630,100,59,808,25
1300,84,968,808,53
1915,40,572,808,39
2738,61,1726,808,68
4498,14,571,808,35
4461,28,1110,808,40
4798,32,996,808,118
603,65,1609,809,38
2002,86,1920,809,40
3000,58,1717,809,134
2788,39,746,809,12
3143,86,1205,809,29
4934,41,918,809,7
4932,15,537,809,75
944,43,90,810,62
2158,5,9,810,11
3360,40,1267,810,61
4570,1,1995,810,4
4334,8,1187,810,19
4758,53,949,810,53
5182,83,1643,810,32
5640,87,436,810,8
1004,74,1145,811,134
4080,48,1997,811,12
3808,84,1845,811,42
4905,67,1227,811,1
657,23,574,812,75
1720,88,1326,812,4
3565,24,48,812,62
3894,13,902,812,76
201,66,1129,813,76
1150,98,578,813,23
1050,74,280,813,53
2150,70,1741,813,32
2701,65,161,813,12
3452,43,917,813,42
466,11,1400,814,20
660,6,219,814,61
1469,77,1077,814,14
2548,16,267,814,84
2324,76,636,814,2
3043,68,1866,814,22
4736,70,1382,814,6
1,69,555,815,11
1449,24,1339,815,20
1612,80,24,815,3
3850,64,1204,815,2
3783,89,1899,815,40
4699,91,1697,815,15
1021,14,1885,816,42
1260,99,1583,816,84
1747,51,178,817,15
1655,17,1880,817,18
1339,14,339,818,14
1259,49,57,818,53
1098,1,478,818,8
1787,79,752,818,156
1767,55,488,818,61
4034,24,1482,818,17
4967,22,469,818,25
5427,99,1188,818,33
449,49,1344,819,100
142,2,1598,819,84
86,37,33,819,18
742,92,1473,819,100
736,53,436,819,8
520,1,1541,819,67
1454,9,1900,819,8
2765,31,121,819,61
4244,59,1621,819,8
4631,71,1164,819,41
4138,50,1534,820,7
4863,3,1066,820,32
834,81,77,821,39
2982,62,1209,821,61
4284,78,581,821,29
4677,69,1475,821,12
644,29,557,822,68
1530,53,748,822,100
2882,37,663,822,76
242,52,571,823,35
1455,52,1918,823,36
1680,13,965,823,22
2190,58,1125,823,1
2715,9,1036,823,40
2569,82,562,823,33
3487,100,890,823,10
3401,24,897,823,76
4236,55,1591,823,19
4872,48,1576,823,29
4670,4,1726,823,68
5616,93,897,823,76
2292,100,415,824,84
2609,85,1093,824,61
3361,32,207,824,62
4521,70,767,824,53
5741,49,184,824,32
441,50,767,825,53
250,23,852,825,124
1860,6,1671,825,14
2509,84,351,825,40
3036,98,1791,825,61
2951,51,179,825,100
4168,72,104,825,32
5077,18,1186,825,151
5405,90,1941,825,18
5839,26,1449,825,84
318,84,591,826,38
961,80,359,826,35
2007,47,669,826,19
1737,42,1823,826,28
2763,50,1626,826,28
3507,45,1147,826,41
1002,27,699,827,35
3044,73,611,827,42
5600,46,876,827,25
5317,49,1741,827,32
1448,89,290,828,11
2373,55,1295,828,28
2308,38,724,828,35
2108,61,1280,828,22
2975,36,869,828,62
2590,61,694,828,118
3566,98,1376,828,17
4812,33,1039,828,41
406,53,1978,829,7
208,66,871,829,41
833,57,440,829,29
1111,82,602,829,75
5710,68,1027,829,1
5687,31,536,829,33
711,48,354,830,41
3962,2,332,830,25
4407,95,800,830,118
5137,34,1384,830,20
510,44,1713,831,72
21,49,1208,831,2
909,1,670,831,42
1758,34,1548,831,124
4215,61,1071,831,35
4928,30,1433,831,124
5626,16,983,831,11
1821,58,1515,832,4
1649,99,68,832,21
3812,12,1414,833,124
5301,7,1102,833,32
483,100,1051,834,217
1093,73,1504,834,41
2211,90,99,834,29
2051,45,1711,834,42
4096,22,106,834,22
5947,83,726,834,28
500,86,1682,835,151
585,31,135,835,32
2384,25,1133,835,61
3714,55,941,835,134
4958,10,670,835,42
5402,79,1005,835,32
361,98,540,836,12
1740,48,1080,836,7
1628,63,1350,836,32
2861,17,535,836,17
5268,78,871,836,41
700,84,1923,837,20
1048,77,334,837,1
1966,15,1009,837,25
1856,72,1216,837,23
4022,43,762,837,36
3958,76,1627,837,1
4208,39,859,837,14
5279,39,430,837,124
5636,36,112,837,42
717,98,894,838,124
1287,74,626,838,10
1246,67,1758,838,19
2355,59,1991,838,23
2167,24,436,838,8
4661,96,541,838,124
5856,6,923,838,25
5654,48,1313,838,35
1874,79,983,839,11
2162,84,168,839,22
3532,33,858,839,39
3906,97,273,839,124
3801,83,154,839,42
388,1,970,840,84
1829,18,165,840,62
3273,23,158,840,41
3226,71,685,840,61
3699,48,527,840,7
4774,92,1620,840,8
5949,94,1525,840,7
421,44,531,841,17
715,71,1411,841,78
614,52,873,841,22
1457,19,242,841,35
1091,63,1003,841,2
1616,77,1475,841,12
2473,10,1789,841,40
2402,69,36,841,39
3320,11,1504,841,41
3876,75,1893,841,17
5555,74,915,841,80
5792,12,1703,841,8
168,12,354,842,41
2321,95,888,842,118
2133,81,972,842,134
5681,69,359,842,35
156,41,1496,843,124
1926,37,676,843,2
1565,19,1953,843,42
3001,75,1980,843,2
3612,64,1709,843,151
4248,94,970,843,84
5506,13,653,843,10
575,48,1975,844,36
1920,79,77,844,39
2855,44,1597,844,118
2841,53,1782,844,61
3842,51,1012,844,84
562,99,649,845,21
1771,84,125,845,61
4834,28,1089,845,42
5814,65,1871,845,36
3965,25,1048,846,36
4555,85,1609,846,38
5383,58,497,846,217
5736,44,1972,846,28
80,67,886,847,29
1672,22,993,847,151
2052,65,987,847,25
3311,23,1470,847,11
5228,64,1767,847,100
932,86,1067,848,19
1452,55,1270,848,76
3815,93,1577,848,11
3584,99,1304,848,62
4948,60,695,848,118
4882,92,1828,848,18
5611,13,846,848,36
5134,75,1986,848,100
913,100,650,849,124
3682,22,515,849,67
4909,42,389,849,12
1422,67,1083,850,2
1949,13,74,850,80
2521,57,473,850,29
3182,34,816,850,10
1692,8,1580,851,11
2575,79,1985,851,23
4377,91,114,851,14
4250,49,1896,851,67
127,91,1840,852,61
827,65,90,852,62
1883,20,1451,852,10
3838,77,1286,852,151
4864,93,1876,852,32
5386,58,281,852,17
5324,94,715,852,28
5130,1,1589,852,38
1179,77,1582,853,12
1100,28,1428,853,62
2024,95,196,853,124
1911,77,1199,853,21
1606,14,1796,853,39
3736,15,869,853,62
4483,81,366,853,32
5724,29,839,853,1
365,70,1523,854,19
2342,20,202,854,100
4738,15,1793,854,20
4623,75,1942,854,156
492,69,383,855,2
356,7,1190,855,4
2156,94,245,855,11
2978,92,352,855,41
5815,61,1221,855,28
996,64,448,856,36
639,53,1838,856,15
1402,82,1513,856,39
3271,55,559,856,21
3817,74,1611,856,2
5569,57,439,856,3
5454,65,319,856,76
2805,12,843,857,134
4571,36,1714,857,10
5200,93,42,857,1
1272,62,263,858,17
5633,37,263,858,17
2481,45,1710,859,76
3744,51,1276,859,41
5562,43,1954,859,118
5780,17,1064,859,15
353,6,247,860,3
2446,88,1708,860,12
2934,94,1251,860,23
4591,66,1853,860,68
5277,38,1932,860,41
632,59,1012,861,84
372,26,11,862,11
30,11,1731,862,72
2536,74,1269,862,8
3591,86,1881,862,1
5963,65,78,862,39
5827,51,817,862,76
957,55,1988,863,35
729,95,770,863,21
646,40,1750,863,17
2733,78,1050,863,23
3284,86,1619,863,39
4916,56,917,863,42
4862,97,992,863,20
5216,82,794,863,11
5834,12,1478,863,53
102,73,162,864,7
933,32,1726,864,68
1462,89,1560,864,61
1992,46,517,864,53
1466,17,1203,865,100
2785,65,1716,865,75
4592,67,218,865,25
989,36,1815,866,15
1145,1,1645,866,28
2433,93,109,866,6
2572,7,1854,866,62
3508,69,236,866,1
3325,26,1791,866,61
4051,23,345,866,41
5360,19,945,866,29
5217,95,1570,866,68
1857,100,1135,867,78
5012,94,65,867,17
5534,10,1872,867,23
385,10,1018,868,17
1356,80,263,868,17
1756,51,1023,868,25
2917,16,1747,868,100
1385,13,1053,869,28
3684,88,1660,869,19
4356,62,1323,869,134
5496,51,980,869,7
5325,26,465,869,125
765,77,1708,870,12
5322,38,203,870,14
2286,6,178,871,15
2205,83,1053,871,28
108,64,1883,872,76
770,4,760,872,4
619,99,1822,872,80
3383,62,604,872,68
4088,5,1926,872,14
3769,67,1840,872,61
382,59,350,873,53
940,16,162,873,7
2169,57,34,873,10
3095,83,83,873,72
727,27,1907,874,134
2397,5,704,874,10
283,51,679,875,151
211,29,520,876,12
1541,6,134,876,17
2538,5,1454,876,68
2471,68,44,876,18
2401,39,1756,876,68
4924,72,633,876,125
5583,10,196,876,124
1054,28,488,877,61
2772,88,541,877,124
4657,73,1684,877,15
5740,78,96,877,4
348,85,1498,878,53
3304,98,1726,878,68
4146,74,1682,878,151
4761,90,1830,878,7
5263,48,1423,878,67
5142,55,1091,878,7
5888,14,234,878,25
1271,70,878,879,7
2907,22,1285,879,84
3422,66,147,879,38
3412,22,53,879,18
4040,97,455,879,29
4251,50,777,879,1
368,24,1792,880,67
2,81,897,880,76
842,10,936,880,62
4676,48,1765,880,125
416,12,19,881,151
1036,53,72,881,4
2681,51,587,881,42
3489,55,668,881,23
5149,25,1031,881,75
166,13,1894,882,41
2104,68,1875,882,100
4892,79,1788,882,156
5341,94,1930,882,36
455,24,1999,883,118
558,41,364,883,7
4233,94,200,883,19
4186,32,1691,883,35
1123,83,1064,884,15
2191,88,626,884,10
3634,55,70,884,3
4504,35,716,884,28
5002,36,1393,884,33
4935,15,1412,884,23
5185,23,1408,884,32
2310,23,1767,885,100
4419,87,311,885,20
4730,76,1175,885,80
5415,99,1670,885,21
738,16,1135,886,78
1595,26,1334,886,75
2517,22,974,886,18
2290,90,354,886,41
4171,92,1375,886,4
5689,23,505,886,23
445,7,381,888,134
2828,85,811,888,14
3779,34,940,888,156
642,59,884,889,53
1286,28,959,889,41
1113,51,1065,889,4
1668,73,1276,889,41
2716,19,1052,889,29
3498,67,1946,889,8
3173,63,1960,889,14
4327,38,1373,889,1
4925,12,1283,889,156
