avaliacaosk,nota,usuariosk,filmesk,produtorask,calendariosk,enderecosk
12411,3,417,125,11,149,72
5602,5,206,125,11,150,8
16545,1,732,125,11,203,217
17457,3,76,125,11,206,53
1463,1,1135,125,11,218,14
1314,5,863,125,11,230,14
7883,2,1304,125,11,232,118
2810,1,574,125,11,239,40
4364,1,1395,125,11,258,156
5609,2,1026,125,11,282,67
5059,5,1914,125,11,305,12
14327,5,363,125,11,314,76
1892,5,1973,125,11,336,6
12903,4,1224,125,11,342,62
19892,4,322,125,11,343,18
10972,5,1670,125,11,394,35
15246,2,1879,125,11,413,6
14443,2,1715,125,11,413,36
9562,3,53,125,11,472,75
10912,1,1343,125,11,481,80
3354,3,544,125,11,485,40
3823,3,95,125,11,486,14
16707,4,192,125,11,487,28
14747,3,772,125,11,535,61
15591,5,1865,125,11,545,23
16343,1,118,125,11,560,67
3787,1,1796,125,11,588,67
13444,2,1158,125,11,591,35
19493,2,252,125,11,601,68
6788,2,810,125,11,625,11
7541,1,1368,125,11,629,42
7244,1,1231,125,11,649,6
8305,1,763,125,11,672,20
8637,3,529,125,11,688,84
550,2,894,125,11,701,38
10374,1,966,125,11,719,17
5110,1,881,125,11,785,124
58,5,1621,125,11,807,38
4223,1,1707,125,11,820,76
17995,4,932,125,11,861,72
14688,5,1233,125,11,879,2
13073,4,225,125,11,923,10
11059,2,1326,125,11,945,118
15020,5,506,125,11,980,19
2100,1,52,125,11,988,12
15456,3,656,125,11,1024,39
9187,5,1070,212,21,39,18
13188,2,426,212,21,46,7
5681,1,46,212,21,51,14
3602,4,1730,212,21,65,12
3829,2,31,212,21,114,36
12521,3,1756,212,21,138,28
8670,5,830,212,21,189,84
7609,4,57,212,21,224,10
3060,5,991,212,21,249,62
676,2,1439,212,21,263,11
2468,1,894,212,21,274,38
18652,2,878,212,21,283,20
848,4,1376,212,21,284,61
67,5,1722,212,21,372,35
5120,2,668,212,21,376,29
14593,1,602,212,21,416,151
18424,1,1491,212,21,435,41
5828,5,1583,212,21,458,84
14187,1,678,212,21,491,12
3685,2,528,212,21,526,6
2844,5,428,212,21,528,22
15579,5,1386,212,21,573,2
5240,1,1517,212,21,585,35
6597,2,847,212,21,812,39
5580,3,989,212,21,831,134
7348,2,222,212,21,865,21
110,1,1539,212,21,892,11
12720,1,721,212,21,904,62
12773,2,98,212,21,958,67
10559,1,1716,212,21,977,23
11968,1,1576,212,21,983,35
2847,2,998,212,21,1013,72
18380,3,422,212,21,1044,39
2681,2,383,212,21,1060,40
8685,3,1677,212,21,1084,4
7104,3,414,270,7,28,84
10981,2,1827,270,7,44,75
19543,4,388,270,7,115,32
16502,4,351,270,7,143,14
6205,2,1373,270,7,169,4
8610,5,1791,270,7,209,2
16836,1,4,270,7,250,39
11275,5,550,270,7,309,15
17602,1,1530,270,7,327,14
9625,4,821,270,7,369,36
12091,4,1081,270,7,393,14
2315,2,1403,270,7,486,118
6350,4,616,270,7,500,3
19903,3,1365,270,7,526,6
17434,3,1755,270,7,578,29
4549,3,55,270,7,595,36
5608,1,756,270,7,612,21
5207,1,1329,270,7,625,19
10015,2,524,270,7,703,17
12969,1,1031,270,7,704,61
5799,3,1041,270,7,722,7
10871,2,1929,270,7,762,40
14948,1,1507,270,7,893,217
12681,4,608,270,7,981,124
3857,5,217,270,7,1049,33
13768,3,1955,270,7,1079,22
8590,1,1020,314,21,68,72
4605,5,1635,314,21,148,20
4327,4,1298,314,21,210,68
7236,3,1954,314,21,217,36
7449,2,844,314,21,275,40
17094,4,25,314,21,286,41
5391,5,1968,314,21,372,124
9711,3,326,314,21,400,75
17492,4,1039,314,21,417,35
13934,1,569,314,21,470,125
12751,4,1527,314,21,497,38
7501,1,1810,314,21,512,21
10890,1,306,314,21,521,7
9521,1,146,314,21,535,7
8090,3,1334,314,21,552,217
6932,1,631,314,21,559,19
15011,4,204,314,21,569,42
4619,5,1272,314,21,576,6
7200,5,357,314,21,576,72
13197,2,1391,314,21,610,68
14794,1,1415,314,21,622,6
14272,5,1432,314,21,667,29
8542,5,784,314,21,727,62
13368,1,58,314,21,864,33
19204,2,433,314,21,900,8
12167,3,1460,314,21,906,68
3194,5,343,314,21,925,118
316,3,1884,314,21,932,32
15540,3,1859,314,21,958,41
504,1,1873,314,21,1021,35
12056,5,1982,314,21,1040,3
3013,2,1153,338,3,41,67
12328,5,1370,338,3,213,151
11814,1,1771,338,3,215,17
12500,1,1529,338,3,246,67
7640,4,1054,338,3,254,67
1089,1,1487,338,3,259,42
18694,1,1127,338,3,262,3
12820,4,1939,338,3,267,134
16142,2,1657,338,3,319,125
10767,2,623,338,3,356,32
13640,4,367,338,3,410,67
16684,2,1140,338,3,418,62
7285,3,1039,338,3,434,35
15715,3,1302,338,3,479,7
15104,2,151,338,3,482,67
9214,3,1273,338,3,487,125
19194,4,1450,338,3,564,29
15880,3,1465,338,3,576,75
19035,3,1082,338,3,653,10
929,3,298,338,3,744,78
2158,2,325,338,3,856,8
13384,5,1359,338,3,877,118
10793,3,1072,338,3,963,28
16799,3,1408,338,3,1012,68
19692,3,23,338,3,1039,53
6328,4,1030,338,3,1048,38
10858,3,281,338,3,1050,78
835,1,1132,338,3,1094,151
10291,1,534,391,4,35,36
18822,2,1005,391,4,55,12
9413,5,1421,391,4,57,118
15194,5,469,391,4,61,68
3049,3,705,391,4,72,23
15840,4,1515,391,4,87,62
18964,3,656,391,4,114,39
8299,5,1761,391,4,269,17
5434,4,794,391,4,281,12
19771,5,1544,391,4,299,1
6730,3,684,391,4,335,23
12454,3,1067,391,4,393,42
13782,4,20,391,4,397,156
18796,1,856,391,4,410,53
16344,1,1386,391,4,453,2
19409,1,842,391,4,458,22
19082,5,1873,391,4,462,35
13852,4,254,391,4,495,61
8841,1,1678,391,4,500,125
7922,3,973,391,4,507,67
2761,5,139,391,4,545,62
9089,4,553,391,4,835,19
12647,1,1287,391,4,845,36
1028,5,964,391,4,852,20
1725,1,362,391,4,864,61
19033,3,1104,391,4,901,78
17532,2,1132,391,4,926,151
5668,5,363,391,4,956,76
19997,5,1806,391,4,1017,35
7757,4,1446,391,4,1089,62
5241,5,68,61,21,6,1
11928,4,1981,61,21,17,39
11993,2,1638,61,21,151,40
8397,3,422,61,21,159,39
18068,4,1715,61,21,160,36
1784,4,671,61,21,172,35
5425,2,1537,61,21,188,2
10799,5,265,61,21,255,10
8975,2,572,61,21,293,118
16963,3,415,61,21,300,84
3056,3,399,61,21,309,217
4479,4,337,61,21,326,35
4151,1,1341,61,21,329,15
11224,5,449,61,21,414,25
4732,2,1832,61,21,422,15
8791,5,331,61,21,480,78
4443,2,789,61,21,529,20
8708,2,915,61,21,537,28
11796,3,897,61,21,546,42
5494,5,507,61,21,564,84
7692,5,1077,61,21,566,23
8883,5,575,61,21,606,21
19071,2,312,61,21,642,2
9932,4,141,61,21,676,28
18563,3,1385,61,21,679,100
18128,5,363,61,21,683,76
19345,2,948,61,21,754,18
13394,2,259,61,21,787,78
13051,4,98,61,21,801,67
10236,4,1917,61,21,826,124
3708,5,1473,61,21,859,217
9012,2,366,61,21,957,217
3234,4,1229,61,21,1023,4
10624,5,1311,124,21,47,134
17852,4,1109,124,21,57,42
8687,2,180,124,21,63,40
16388,3,1286,124,21,88,100
18739,3,848,124,21,129,20
8639,1,1447,124,21,133,32
15854,3,398,124,21,148,7
503,3,439,124,21,153,10
7969,1,766,124,21,187,217
9117,2,1487,124,21,191,42
5741,5,568,124,21,194,32
12984,3,521,124,21,201,4
19949,4,411,124,21,241,38
13215,5,1725,124,21,249,36
12488,2,1625,124,21,296,2
325,2,1959,124,21,331,28
19183,4,1846,124,21,378,33
5941,5,469,124,21,414,68
13347,1,817,124,21,460,17
8815,4,1732,124,21,479,29
17361,3,1353,124,21,512,124
12018,3,1854,124,21,524,4
7434,4,1,124,21,571,76
15940,5,1369,124,21,577,19
14568,4,1522,124,21,651,100
16395,4,1269,124,21,653,1
3805,1,1002,124,21,663,217
9603,4,679,124,21,703,18
7788,1,412,124,21,704,35
10359,1,265,124,21,719,10
14279,2,976,124,21,728,61
12318,3,978,124,21,747,2
16513,4,1512,124,21,753,75
10722,2,1119,124,21,781,134
2600,4,1586,124,21,784,76
1315,3,892,124,21,799,40
5499,5,903,124,21,875,100
18163,3,1691,124,21,896,40
11114,5,1256,124,21,911,2
3596,2,1979,124,21,942,76
3221,4,482,124,21,942,15
19270,3,1791,124,21,953,2
19829,5,1934,124,21,1028,6
7433,3,1315,124,21,1037,33
10024,4,1527,124,21,1054,38
13554,4,1087,189,21,5,125
19231,3,1950,189,21,10,72
9903,5,1677,189,21,66,4
12956,2,1732,189,21,67,29
19709,4,132,189,21,69,35
14528,2,1115,189,21,97,35
19359,3,1916,189,21,106,61
8893,3,1659,189,21,118,53
1800,2,166,189,21,144,3
18036,2,1101,189,21,165,124
3037,3,512,189,21,195,35
3034,4,1498,189,21,218,17
278,2,1371,189,21,274,84
9366,2,1112,189,21,321,2
1274,5,1010,189,21,346,14
11277,4,346,189,21,384,134
14865,5,1750,189,21,429,217
415,5,140,189,21,444,217
5629,5,119,189,21,515,19
5486,4,798,189,21,538,38
8938,3,1528,189,21,557,217
15968,5,493,189,21,572,8
16098,5,42,189,21,604,39
15331,2,1552,189,21,610,84
15704,3,1360,189,21,616,1
13841,2,1111,189,21,625,11
8505,5,1566,189,21,631,42
10781,1,871,189,21,659,28
3181,4,503,189,21,674,7
6758,4,53,189,21,694,75
6804,2,1434,189,21,712,42
8388,2,1317,189,21,716,17
1813,1,759,189,21,725,19
11708,5,1751,189,21,782,41
19340,1,1513,189,21,830,15
8337,4,1857,189,21,897,100
8819,5,874,189,21,908,20
15554,3,655,189,21,913,61
15397,5,1041,189,21,921,7
15279,2,1130,189,21,949,10
17600,2,856,189,21,1006,53
17256,4,1817,189,21,1015,62
6594,4,635,189,21,1063,17
9490,1,556,189,21,1067,41
4522,2,859,189,21,1075,41
14584,3,489,237,21,28,3
2889,5,527,237,21,66,217
6273,3,1466,237,21,86,61
2577,3,480,237,21,115,7
16965,1,1071,237,21,118,80
19773,4,1822,237,21,157,33
10365,5,1348,237,21,164,23
9029,2,87,237,21,187,2
15533,1,1097,237,21,193,15
15677,3,1268,237,21,196,217
2545,3,1696,237,21,207,29
1302,4,1638,237,21,224,40
14587,3,1579,237,21,236,76
8700,3,1575,237,21,236,61
1910,4,276,237,21,240,8
8846,1,709,237,21,276,40
2074,5,681,237,21,317,1
13441,1,1360,237,21,351,1
7030,2,662,237,21,378,61
3416,3,574,237,21,398,40
473,5,1397,237,21,411,38
3748,2,1482,237,21,485,28
6369,4,283,237,21,534,23
10528,2,1807,237,21,535,25
8714,5,936,237,21,541,1
14799,4,158,237,21,576,29
7282,4,1372,237,21,597,100
2463,4,1771,237,21,611,17
4160,4,931,237,21,622,68
1024,4,1882,237,21,634,84
16420,4,1866,237,21,662,25
7310,3,1205,237,21,665,20
16456,5,1898,237,21,670,67
8859,5,38,237,21,697,217
15212,1,1295,237,21,729,76
11884,2,1741,237,21,735,3
4102,2,997,237,21,762,3
16705,5,895,237,21,774,29
11248,3,1154,237,21,797,20
15576,2,817,237,21,919,17
14004,5,999,237,21,936,18
4715,3,1663,237,21,942,124
8693,3,754,237,21,946,17
5211,3,536,237,21,1061,72
19539,4,163,237,21,1066,62
15893,4,717,237,21,1071,35
5913,3,1571,279,1,12,41
3815,5,1753,279,1,22,4
11180,5,1438,279,1,64,100
1562,3,1658,279,1,118,15
3640,2,1629,279,1,180,22
14491,2,313,279,1,188,76
9974,5,1109,279,1,216,42
15645,5,940,279,1,226,15
2024,4,1148,279,1,239,118
13544,4,445,279,1,287,22
9580,3,1476,279,1,312,23
3878,1,907,279,1,325,67
6326,1,1057,279,1,352,1
16552,1,129,279,1,385,25
3561,3,648,279,1,400,217
2771,4,925,279,1,406,36
14166,3,22,279,1,412,76
2588,2,434,279,1,451,20
12816,1,976,279,1,456,61
7967,5,1599,279,1,555,2
1290,4,1351,279,1,559,1
7210,1,582,279,1,560,40
15052,1,1159,279,1,583,125
618,3,1391,279,1,610,68
15899,5,258,279,1,634,61
15349,4,809,279,1,642,40
9575,3,644,279,1,656,72
2507,4,1026,279,1,672,67
16212,5,1045,279,1,699,32
3467,1,1394,279,1,741,134
13521,5,769,279,1,793,20
14219,1,170,279,1,816,28
17496,1,714,279,1,822,76
50,2,242,279,1,862,76
5309,3,1670,279,1,886,35
14701,5,55,279,1,887,36
9528,5,1314,279,1,927,39
4458,1,306,279,1,929,7
18737,5,589,279,1,951,40
11151,5,679,279,1,998,18
11093,3,1422,279,1,1085,124
7355,5,96,333,21,15,2
15595,2,1852,333,21,24,156
4928,2,1048,333,21,31,20
7321,2,267,333,21,44,78
1177,3,862,333,21,107,42
14224,3,1098,333,21,166,3
15419,5,1138,333,21,171,12
3415,3,1875,333,21,224,11
19736,3,604,333,21,233,35
13132,5,1534,333,21,235,125
19488,5,1071,333,21,292,80
5314,4,1469,333,21,329,38
11324,3,922,333,21,337,36
16862,1,1449,333,21,359,18
7079,2,236,333,21,380,18
11527,5,1743,333,21,397,217
13774,3,683,333,21,445,40
6631,2,348,333,21,456,67
5814,3,607,333,21,497,10
8709,3,1788,333,21,499,2
4367,4,1923,333,21,511,12
5807,4,463,333,21,577,36
14988,1,498,333,21,582,12
3244,3,1757,333,21,603,4
18243,2,1491,333,21,671,41
16084,5,1483,333,21,677,36
13268,2,1375,333,21,680,62
3004,2,33,333,21,685,100
474,3,1526,333,21,692,20
10141,2,1478,333,21,771,22
14429,3,1135,333,21,835,14
16270,4,894,333,21,840,38
4308,2,181,333,21,840,28
2388,4,1932,333,21,854,100
5908,3,967,333,21,854,61
19433,4,1532,333,21,855,33
12451,3,1415,333,21,911,6
9496,4,937,333,21,933,217
19629,3,751,333,21,966,10
10378,2,1629,333,21,980,22
18998,1,43,333,21,999,36
5733,2,1488,333,21,1071,17
5572,5,1083,333,21,1080,28
7983,2,172,333,21,1095,72
837,3,1408,467,4,41,68
9783,2,1447,467,4,43,32
11638,2,1880,467,4,60,62
17530,3,286,467,4,80,35
14245,4,1508,467,4,100,19
3721,1,829,467,4,148,14
9726,4,466,467,4,165,18
10593,5,786,467,4,177,156
1471,4,1840,467,4,291,1
5863,5,933,467,4,314,8
10088,1,325,467,4,316,8
16258,2,454,467,4,395,118
16635,2,1941,467,4,423,12
18121,2,1304,467,4,446,118
18771,3,549,467,4,460,28
15395,3,83,467,4,460,15
10094,3,1245,467,4,464,18
11130,5,340,467,4,486,67
8824,3,210,467,4,516,7
19684,5,322,467,4,580,18
13052,1,179,467,4,597,62
9770,1,1309,467,4,614,35
3536,2,337,467,4,675,35
10922,5,591,467,4,677,22
10939,3,1100,467,4,684,78
12789,5,417,467,4,723,72
7954,4,1184,467,4,782,100
3656,3,574,467,4,791,40
6505,4,1711,467,4,810,76
12562,1,620,467,4,833,125
19723,2,1435,467,4,855,67
11359,4,1983,467,4,889,12
9296,2,402,467,4,905,8
2447,4,149,467,4,932,17
15570,2,1268,467,4,947,217
16903,1,643,467,4,954,84
3704,2,218,467,4,955,32
10863,3,955,467,4,1041,8
3216,5,1810,467,4,1054,21
18216,4,1763,467,4,1063,32
19206,3,443,467,4,1068,42
717,3,433,467,4,1074,8
9067,3,188,482,21,29,33
979,1,1413,482,21,45,17
12658,2,1231,482,21,56,6
95,4,757,482,21,90,78
6650,1,1368,482,21,95,42
10040,1,1444,482,21,124,72
4022,1,672,482,21,204,75
7151,1,1349,482,21,302,61
8159,4,711,482,21,327,19
2456,2,1949,482,21,347,42
14344,3,831,482,21,381,29
1525,4,68,482,21,406,1
2132,5,1107,482,21,441,151
5586,3,1650,482,21,458,61
14076,1,663,482,21,514,7
9295,3,1788,482,21,546,2
10041,1,1554,482,21,568,19
13009,1,1468,482,21,572,61
10960,5,1627,482,21,580,39
4806,2,254,482,21,595,61
2707,3,1238,482,21,604,134
17710,1,15,482,21,609,100
14516,2,431,482,21,642,22
9588,4,563,482,21,666,2
15037,4,618,482,21,683,14
2759,1,163,482,21,695,62
6627,1,1908,482,21,731,80
1785,4,1797,482,21,777,21
5206,4,646,482,21,794,21
7494,1,1111,482,21,815,11
11686,4,232,482,21,833,62
19999,5,1999,482,21,861,100
14527,2,432,482,21,861,1
18421,4,166,482,21,861,3
18155,1,1668,482,21,904,32
3187,5,1210,482,21,919,80
14282,5,52,482,21,995,12
320,5,690,482,21,1008,20
11992,2,1123,482,21,1030,25
15297,3,834,482,21,1032,118
15342,4,1832,482,21,1034,15
9459,3,1321,482,21,1037,10
3963,2,402,482,21,1048,8
2159,4,750,482,21,1061,78
10401,4,414,482,21,1088,84
9299,5,1594,482,21,1090,67
142,4,1150,79,18,3,36
1474,1,1088,79,18,39,18
11343,2,1118,79,18,46,75
8903,3,662,79,18,49,61
666,3,1565,79,18,52,35
16309,2,251,79,18,68,2
967,3,1911,79,18,89,124
10126,3,1428,79,18,137,18
2245,1,1421,79,18,147,118
9815,4,1156,79,18,155,80
9210,4,117,79,18,172,75
11332,1,218,79,18,220,32
4428,1,1454,79,18,224,10
13020,5,506,79,18,234,19
3348,3,1417,79,18,249,36
12196,1,596,79,18,289,17
2467,5,717,79,18,365,35
264,4,374,79,18,384,41
15640,4,1213,79,18,393,125
12003,3,760,79,18,445,78
18145,5,1949,79,18,449,42
15280,5,1317,79,18,462,17
8061,2,440,79,18,506,41
7947,1,97,79,18,515,28
3315,1,563,79,18,578,2
6863,3,1582,79,18,590,40
14314,5,219,79,18,593,151
11882,2,746,79,18,668,14
14617,3,1801,79,18,676,36
1887,4,1306,79,18,709,134
13258,2,1408,79,18,740,68
14242,3,301,79,18,747,18
1128,2,1426,79,18,823,17
7940,4,1453,79,18,924,2
1067,5,528,79,18,928,6
8427,3,1808,79,18,942,29
7342,4,530,79,18,965,2
9083,2,1628,79,18,988,217
18383,1,1405,79,18,992,78
12572,5,1341,79,18,1046,15
12854,3,1319,79,18,1053,41
10038,3,1950,108,6,12,72
10816,2,364,108,6,42,36
18848,3,1386,108,6,126,2
5717,1,104,108,6,137,78
18042,1,272,108,6,158,35
6456,4,639,108,6,239,40
6833,5,195,108,6,248,7
2143,1,1065,108,6,288,39
11658,3,175,108,6,318,11
2469,5,951,108,6,417,33
5300,3,940,108,6,451,15
657,5,795,108,6,468,76
5563,2,603,108,6,492,28
17270,3,481,108,6,503,29
10600,5,1669,108,6,521,25
10327,5,697,108,6,552,11
4559,3,147,108,6,561,68
8641,5,201,108,6,565,22
10262,2,1021,108,6,570,100
7422,2,753,108,6,582,18
14649,2,2,108,6,655,20
6910,5,1572,108,6,665,2
10692,1,1867,108,6,687,53
15210,4,598,108,6,701,53
3376,4,1959,108,6,710,28
17493,2,19,108,6,743,100
9173,4,1826,108,6,765,10
11725,5,325,108,6,863,8
1073,5,363,108,6,905,76
2832,5,1647,108,6,910,15
1331,5,1394,108,6,917,134
17538,2,1321,108,6,944,10
4402,4,1041,108,6,956,7
19669,5,455,108,6,958,23
16796,2,722,108,6,1007,29
6546,1,242,108,6,1016,76
3508,1,379,108,6,1042,1
10210,5,1915,176,11,101,11
13727,4,440,176,11,142,41
8118,3,467,176,11,167,20
5925,3,1246,176,11,176,40
6084,2,1935,176,11,201,17
1353,5,1218,176,11,221,75
6905,2,74,176,11,225,17
5505,2,239,176,11,246,11
17622,2,1904,176,11,257,151
10069,4,1282,176,11,263,217
8870,1,1144,176,11,272,35
19203,1,767,176,11,278,18
3533,5,1893,176,11,291,217
6810,4,953,176,11,291,14
551,3,1716,176,11,327,23
14945,4,1558,176,11,332,118
10289,4,1909,176,11,447,12
3057,2,213,176,11,504,42
4902,5,11,176,11,509,12
15204,4,1159,176,11,549,125
15334,3,690,176,11,586,20
2289,3,1344,176,11,590,42
11085,1,772,176,11,642,61
8182,5,1922,176,11,643,11
16449,4,1949,176,11,681,42
14912,5,82,176,11,692,10
5859,2,1214,176,11,716,10
970,3,141,176,11,718,28
11818,5,551,176,11,724,38
8030,2,251,176,11,731,2
4453,3,1653,176,11,750,84
4432,1,856,176,11,762,53
15234,2,1984,176,11,774,32
19902,3,1093,176,11,826,2
11626,3,262,176,11,837,22
4074,4,1039,176,11,839,35
11752,2,1358,176,11,861,11
888,4,1036,176,11,878,41
4910,3,1526,176,11,906,20
13694,4,1090,176,11,929,151
12030,3,76,176,11,947,53
3779,1,1301,176,11,951,61
14001,1,1017,176,11,1050,84
2665,3,706,176,11,1062,1
626,3,179,221,3,4,62
3172,5,1006,221,3,19,67
7718,5,1221,221,3,46,20
691,1,1192,221,3,93,4
609,5,821,221,3,196,36
9591,3,1328,221,3,246,1
900,3,636,221,3,248,62
6660,4,1064,221,3,257,118
10190,2,674,221,3,363,6
16564,5,681,221,3,399,1
12278,3,155,221,3,468,35
1154,3,1171,221,3,471,62
11904,1,551,221,3,483,38
15475,4,604,221,3,496,35
6242,1,454,221,3,500,118
10277,5,649,221,3,507,53
2046,5,1559,221,3,528,68
14562,5,215,221,3,552,67
3485,1,273,221,3,582,3
16455,5,236,221,3,618,18
19517,3,1084,221,3,624,8
3158,3,759,221,3,655,19
3547,2,1161,221,3,687,67
9294,5,1642,221,3,741,28
13733,5,1046,221,3,746,25
1298,3,1489,221,3,807,68
10718,1,1502,221,3,808,68
388,3,147,221,3,848,68
14959,5,641,221,3,855,6
5252,3,932,221,3,947,72
5226,4,539,221,3,974,20
13031,5,1000,221,3,982,6
14161,2,112,221,3,984,125
12138,1,768,221,3,1057,1
9061,3,1047,221,3,1069,22
16350,5,764,244,21,4,10
13355,5,1749,244,21,124,36
17443,5,234,244,21,152,1
4848,1,1070,244,21,157,18
14940,2,272,244,21,189,35
498,5,24,244,21,205,156
17784,4,1635,244,21,219,20
13853,3,888,244,21,294,1
14928,1,1170,244,21,337,12
13039,1,315,244,21,341,42
12914,1,1590,244,21,349,118
10468,3,639,244,21,373,40
8390,4,339,244,21,402,19
16257,1,1347,244,21,447,36
12305,2,1839,244,21,478,124
14363,4,1997,244,21,520,151
2522,5,1028,244,21,524,38
19683,2,1846,244,21,544,33
18637,2,697,244,21,579,11
7222,2,28,244,21,651,35
262,2,306,244,21,663,7
15783,5,96,244,21,663,2
12924,1,841,244,21,677,124
10211,2,613,244,21,686,156
6144,4,482,244,21,697,15
9249,3,605,244,21,717,67
7641,2,724,244,21,729,3
14662,4,1485,244,21,738,134
8403,2,1431,244,21,788,53
1491,5,1033,244,21,856,53
2993,2,1127,244,21,861,3
10887,3,1012,244,21,940,36
8816,4,704,244,21,941,124
4738,2,886,244,21,994,18
17452,3,789,244,21,1026,20
11246,2,1138,273,3,10,12
3849,2,1440,273,3,31,2
6022,1,139,273,3,42,62
4281,3,160,273,3,46,14
12752,3,1550,273,3,89,125
5555,5,1321,273,3,101,10
1998,2,1403,273,3,102,118
18395,4,1255,273,3,104,36
157,4,1010,273,3,124,14
18864,4,998,273,3,143,72
5003,4,1898,273,3,150,67
9189,3,1454,273,3,164,10
19733,2,1129,273,3,187,53
6738,2,614,273,3,188,25
16341,2,257,273,3,261,18
2706,4,1008,273,3,322,22
1965,4,781,273,3,338,22
16075,4,1855,273,3,339,6
11244,3,434,273,3,388,20
13761,3,1040,273,3,424,84
4238,4,719,273,3,428,84
4251,4,1067,273,3,431,42
161,4,1056,273,3,501,33
9681,3,1830,273,3,514,40
199,1,1851,273,3,524,20
1961,1,1646,273,3,541,35
10843,3,447,273,3,562,40
8232,5,101,273,3,568,10
15371,5,288,273,3,630,67
2910,2,1200,273,3,649,17
19519,3,549,273,3,653,28
1292,2,726,273,3,660,68
9631,4,1427,273,3,661,124
7750,5,416,273,3,689,25
1103,2,420,273,3,694,14
4656,2,406,273,3,695,217
6259,4,1167,273,3,713,32
13509,2,834,273,3,753,118
19854,5,1865,273,3,764,23
2527,2,1366,273,3,773,84
11177,4,69,273,3,800,10
9806,2,923,273,3,819,12
19649,3,573,273,3,839,39
5551,3,1496,273,3,846,40
16010,4,1487,273,3,858,42
6936,4,1836,273,3,883,3
3739,4,1032,273,3,907,53
3903,3,756,273,3,927,21
3555,5,28,273,3,944,35
8475,3,1971,273,3,1046,72
13779,3,252,273,3,1065,68
4876,3,482,278,21,11,15
9283,4,1231,278,21,17,6
5809,5,188,278,21,22,33
19821,1,1470,278,21,32,67
3924,5,391,278,21,32,32
4598,2,798,278,21,38,38
8706,3,679,278,21,41,18
13969,3,1829,278,21,82,8
11388,2,27,278,21,92,67
15753,2,1415,278,21,116,6
15927,4,1947,278,21,154,72
2840,2,1653,278,21,156,84
7600,4,425,278,21,193,124
9780,2,1382,278,21,231,151
6348,1,1111,278,21,247,11
15997,4,1003,278,21,252,17
5617,3,722,278,21,278,29
11602,3,18,278,21,290,118
11855,4,767,278,21,291,18
13361,4,1158,278,21,296,35
16226,4,809,278,21,328,40
8719,2,152,278,21,374,42
4393,2,1970,278,21,378,10
14500,3,834,278,21,422,118
9879,4,902,278,21,544,3
6947,3,1273,278,21,580,125
8128,4,1510,278,21,665,1
4303,1,1688,278,21,675,19
517,2,102,278,21,704,62
6780,5,1739,278,21,768,72
11027,4,378,278,21,809,28
10232,1,40,278,21,872,6
12808,1,921,278,21,899,15
14323,2,1800,278,21,926,67
18921,3,1915,278,21,929,11
8400,4,682,278,21,934,25
17107,4,1545,278,21,956,6
1908,4,1790,278,21,981,39
8712,4,972,278,21,1027,17
6737,5,1322,278,21,1034,36
9702,2,1797,278,21,1050,21
2309,2,343,387,18,54,118
17098,1,1521,387,18,63,1
10472,4,875,387,18,93,18
19616,5,513,387,18,95,17
18074,4,622,387,18,170,21
12620,5,1637,387,18,227,68
18368,3,1776,387,18,242,42
8636,5,1134,387,18,253,125
9536,1,1827,387,18,291,75
10304,1,81,387,18,388,29
19729,3,955,387,18,450,8
6138,3,802,387,18,455,32
3633,1,551,387,18,535,38
17997,2,929,387,18,550,28
12410,3,396,387,18,560,32
3370,3,145,387,18,578,25
17322,3,723,387,18,599,3
652,1,1751,387,18,607,41
14556,3,1627,387,18,626,39
4731,3,392,387,18,642,217
13381,1,1803,387,18,654,118
18548,5,1371,387,18,659,84
17048,3,1029,387,18,677,53
5235,1,1088,387,18,709,18
18535,2,1407,387,18,743,23
5010,4,178,387,18,745,75
12812,4,457,387,18,826,33
14907,5,282,387,18,849,1
4607,1,732,387,18,861,217
4179,3,1183,387,18,933,4
1214,2,1653,387,18,954,84
1577,4,742,387,18,997,84
1630,1,515,387,18,1014,151
10431,4,1376,387,18,1052,61
13101,3,1554,387,18,1061,19
17168,3,198,387,18,1076,42
7327,5,984,47,21,104,6
7867,2,1941,47,21,142,12
241,3,517,47,21,143,2
210,5,182,47,21,149,32
18373,2,799,47,21,254,32
3228,1,366,47,21,296,217
18667,2,983,47,21,310,62
4145,5,70,47,21,358,68
3604,3,1114,47,21,450,67
8574,2,21,47,21,481,41
8235,1,1185,47,21,519,72
13478,5,25,47,21,586,41
4451,1,868,47,21,621,61
1017,4,1209,47,21,657,124
2882,2,448,47,21,664,25
11506,1,1580,47,21,674,18
5162,3,1210,47,21,680,80
4620,5,1251,47,21,691,76
5763,2,1796,47,21,703,67
3326,3,1473,47,21,743,217
17906,2,1484,47,21,781,6
10745,5,976,47,21,798,61
14980,5,960,47,21,803,217
3224,2,1402,47,21,807,28
5569,4,1741,47,21,810,3
10128,4,832,47,21,815,39
17260,5,216,47,21,831,75
2104,4,1588,47,21,865,15
8705,3,946,47,21,875,6
6609,5,1358,47,21,1001,11
14432,2,761,47,21,1009,25
7851,4,1571,47,21,1062,41
11462,2,1875,47,21,1070,11
9987,1,323,47,21,1087,75
1379,1,607,59,9,29,10
13757,1,1985,59,9,105,124
18952,4,189,59,9,110,67
4437,1,842,59,9,156,22
11849,1,597,59,9,173,17
7495,2,1061,59,9,226,32
13214,5,1927,59,9,246,42
